date,n1,n2,n3,n4,n5,n6,superzahl
2013-03-13,3,26,29,32,38,46,7
2013-03-16,4,10,17,34,39,42,7
2013-03-20,5,10,17,24,35,37,7
2013-03-23,9,16,30,37,41,49,2
2013-03-27,1,2,3,13,21,38,9
2013-03-30,7,30,31,35,39,46,3
2013-04-03,16,21,23,29,31,38,4
2013-04-06,5,7,17,30,32,34,0
2013-04-10,26,27,31,32,43,45,5
2013-04-13,10,15,26,28,35,45,2
2013-04-17,9,24,35,37,38,45,7
2013-04-20,6,28,31,36,38,48,9
2013-04-24,7,14,19,39,48,49,0
2013-04-27,3,10,11,28,32,43,3
2013-05-01,9,12,15,16,22,28,9
2013-05-04,5,7,11,21,22,48,8
2013-05-08,4,6,11,22,30,42,7
2013-05-11,3,7,31,32,40,41,2
2013-05-15,2,4,16,29,38,45,2
2013-05-18,1,2,16,20,22,32,6
2013-05-22,6,8,23,24,35,36,8
2013-05-25,3,17,23,25,29,44,0
2013-05-29,2,5,7,14,40,41,5
2013-06-01,2,13,28,30,32,36,1
2013-06-05,19,21,30,39,47,49,1
2013-06-08,3,12,26,30,38,47,3
2013-06-12,5,6,7,10,15,23,6
2013-06-15,6,14,16,25,43,49,1
2013-06-19,3,18,19,29,42,49,5
2013-06-22,5,10,19,31,35,43,8
2013-06-26,2,22,31,32,39,43,2
2013-06-29,7,22,28,36,43,44,9
2013-07-03,7,9,13,14,17,36,2
2013-07-06,3,8,11,17,20,49,9
2013-07-10,11,16,19,29,41,43,9
2013-07-13,3,18,28,29,38,48,1
2013-07-17,11,17,20,26,28,38,3
2013-07-20,3,11,18,29,33,46,4
2013-07-24,2,8,15,28,31,36,6
2013-07-27,11,20,30,31,34,40,0
2013-07-31,3,6,26,38,39,47,7
2013-08-03,6,19,25,31,40,47,2
2013-08-07,11,14,16,24,36,42,4
2013-08-10,3,9,17,31,36,39,7
2013-08-14,3,8,9,34,35,39,3
2013-08-17,13,17,19,25,28,42,8
2013-08-21,5,15,21,27,29,48,1
2013-08-24,2,6,25,27,29,30,3
2013-08-28,2,3,22,29,35,37,9
2013-08-31,1,22,26,37,39,44,4
2013-09-04,1,17,19,31,34,38,9
2013-09-07,12,22,24,37,41,43,9
2013-09-11,12,16,28,40,42,48,3
2013-09-14,10,21,22,23,30,40,2
2013-09-18,4,11,20,21,30,46,3
2013-09-21,8,13,22,32,40,43,8
2013-09-25,7,14,26,30,33,43,3
2013-09-28,3,23,31,32,37,41,2
2013-10-02,17,27,42,43,46,47,3
2013-10-05,3,9,12,35,44,48,5
2013-10-09,9,11,22,29,46,48,3
2013-10-12,14,25,29,38,44,46,9
2013-10-16,9,32,38,40,44,49,8
2013-10-19,4,10,14,24,38,40,5
2013-10-23,7,16,21,23,26,33,7
2013-10-26,9,18,20,22,24,25,2
2013-10-30,10,12,13,30,36,45,1
2013-11-02,9,12,15,19,24,38,5
2013-11-06,12,13,22,30,35,36,2
2013-11-09,6,12,13,28,32,33,7
2013-11-13,5,12,15,16,35,46,1
2013-11-16,9,19,24,39,42,43,4
2013-11-20,9,16,19,24,36,42,5
2013-11-23,7,12,19,30,33,35,5
2013-11-27,11,28,31,36,38,42,7
2013-11-30,1,24,30,33,39,47,7
2013-12-04,13,20,22,41,42,49,6
2013-12-07,4,9,15,19,26,48,0
2013-12-11,7,18,22,38,39,49,6
2013-12-14,5,6,17,19,27,38,3
2013-12-18,2,12,18,34,35,44,9
2013-12-21,4,5,17,25,27,35,5
2013-12-25,4,26,27,40,44,46,8
2013-12-28,6,9,10,22,32,43,3
2014-01-01,6,8,23,24,25,46,6
2014-01-04,16,19,25,36,39,48,1
2014-01-08,20,28,31,36,44,45,9
2014-01-11,5,8,14,23,29,38,1
2014-01-15,6,22,39,41,43,49,4
2014-01-18,11,15,16,26,32,36,2
2014-01-22,2,18,23,26,42,46,8
2014-01-25,24,32,36,37,45,48,8
2014-01-29,3,12,15,26,34,36,5
2014-02-01,17,18,42,46,47,49,2
2014-02-05,7,9,16,17,26,32,1
2014-02-08,4,18,29,33,42,44,4
2014-02-12,10,15,16,18,35,37,5
2014-02-15,7,8,17,31,44,48,1
2014-02-19,4,18,21,29,36,43,3
2014-02-22,25,26,30,32,39,46,5
2014-02-26,8,9,11,19,31,48,7
2014-03-01,5,13,24,28,38,47,1
2014-03-05,5,13,16,33,34,44,3
2014-03-08,10,16,24,32,43,45,9
2014-03-12,4,7,12,27,31,38,4
2014-03-15,3,12,23,33,36,41,9
2014-03-19,1,7,10,23,25,40,3
2014-03-22,7,10,29,30,34,46,6
2014-03-26,3,22,30,36,38,43,4
2014-03-29,5,7,8,11,20,24,1
2014-04-02,4,6,20,28,42,48,0
2014-04-05,14,17,21,37,42,47,4
2014-04-09,6,12,32,39,43,46,9
2014-04-12,13,16,28,38,48,49,1
2014-04-16,18,24,28,30,35,49,8
2014-04-19,3,4,25,46,47,48,4
2014-04-23,12,13,22,23,40,44,3
2014-04-26,3,7,23,34,35,48,1
2014-04-30,6,10,30,35,38,48,6
2014-05-03,2,14,34,35,40,41,3
2014-05-07,1,19,23,25,28,30,9
2014-05-10,9,11,20,21,26,42,1
2014-05-14,2,7,22,30,32,39,8
2014-05-17,9,21,24,37,39,42,9
2014-05-21,2,5,6,16,21,31,4
2014-05-24,2,7,13,16,27,34,9
2014-05-28,10,13,16,29,40,44,0
2014-05-31,5,13,17,19,31,41,5
2014-06-04,20,21,24,27,28,43,0
2014-06-07,12,23,27,35,42,47,2
2014-06-11,3,6,11,21,43,44,1
2014-06-14,6,11,12,17,42,47,5
2014-06-18,6,20,28,33,38,43,5
2014-06-21,12,21,30,32,41,44,5
2014-06-25,1,6,7,13,28,34,4
2014-06-28,2,18,26,32,36,39,3
2014-07-02,6,10,15,18,41,44,8
2014-07-05,6,10,22,24,38,41,0
2014-07-09,3,4,18,25,26,45,3
2014-07-12,5,17,26,29,37,39,2
2014-07-16,3,17,26,29,31,41,5
2014-07-19,5,6,19,34,41,49,0
2014-07-23,9,15,20,25,33,38,5
2014-07-26,14,26,28,30,33,38,7
2014-07-30,9,10,11,12,13,37,3
2014-08-02,6,8,11,20,40,41,7
2014-08-06,5,6,7,21,31,45,1
2014-08-09,3,11,15,22,37,40,5
2014-08-13,3,24,30,36,41,46,6
2014-08-16,2,5,10,15,29,49,8
2014-08-20,1,3,22,28,31,35,4
2014-08-23,7,9,10,18,23,36,7
2014-08-27,14,15,16,25,29,47,5
2014-08-30,14,18,21,25,39,43,3
2014-09-03,18,19,23,39,40,47,2
2014-09-06,6,11,17,18,32,33,6
2014-09-10,8,23,24,32,38,45,3
2014-09-13,7,11,25,27,33,39,3
2014-09-17,16,32,38,43,44,49,9
2014-09-20,1,6,14,40,42,47,6
2014-09-24,4,31,34,35,36,46,3
2014-09-27,9,13,16,19,39,48,5
2014-10-01,1,3,21,23,39,42,4
2014-10-04,4,7,24,31,33,45,6
2014-10-08,6,19,21,32,34,37,8
2014-10-11,1,23,32,34,36,44,0
2014-10-15,12,14,16,26,27,31,9
2014-10-18,11,15,27,29,30,48,0
2014-10-22,1,12,25,35,42,49,1
2014-10-25,22,23,28,30,31,35,8
2014-10-29,4,9,21,26,39,43,4
2014-11-01,4,14,24,30,41,48,7
2014-11-05,6,8,17,31,33,49,9
2014-11-08,1,8,9,13,41,45,8
2014-11-12,14,24,28,32,37,47,2
2014-11-15,10,13,14,19,25,31,6
2014-11-19,4,5,18,26,34,48,0
2014-11-22,1,5,6,11,25,37,9
2014-11-26,8,11,24,32,33,44,6
2014-11-29,7,17,24,30,38,46,7
2014-12-03,4,10,14,23,32,35,3
2014-12-06,1,16,21,29,44,47,2
2014-12-10,9,11,22,29,30,41,6
2014-12-13,5,8,12,18,26,43,6
2014-12-17,16,17,22,28,44,46,6
2014-12-20,3,4,6,10,24,32,9
2014-12-24,14,25,33,38,43,45,5
2014-12-27,10,36,43,44,45,48,7
2014-12-31,15,20,22,27,39,49,7
2015-01-03,17,19,28,36,37,38,6
2015-01-07,10,17,41,42,43,46,3
2015-01-10,5,11,19,20,32,43,6
2015-01-14,1,19,33,38,39,46,5
2015-01-17,8,11,22,29,46,47,1
2015-01-21,11,12,15,29,41,48,9
2015-01-24,1,7,18,27,37,47,8
2015-01-28,6,8,22,38,43,47,6
2015-01-31,7,27,42,45,46,47,5
2015-02-04,21,22,29,37,40,49,2
2015-02-07,12,13,14,23,25,47,9
2015-02-11,6,25,26,27,28,47,5
2015-02-14,21,23,29,36,41,42,3
2015-02-18,24,27,31,42,44,46,6
2015-02-21,3,18,31,35,41,42,1
2015-02-25,20,25,27,30,38,43,0
2015-02-28,2,20,25,41,45,49,0
2015-03-04,3,16,22,36,46,48,7
2015-03-07,1,6,7,16,19,41,5
2015-03-11,4,8,10,28,32,42,6
2015-03-14,15,21,23,39,43,48,1
2015-03-18,6,12,23,25,40,46,9
2015-03-21,3,4,5,19,30,41,1
2015-03-25,13,16,19,27,39,48,1
2015-03-28,6,7,26,27,30,46,4
2015-04-01,7,16,22,29,32,38,8
2015-04-04,12,20,23,28,34,43,8
2015-04-08,14,20,37,41,44,47,9
2015-04-11,2,11,15,36,46,47,6
2015-04-15,14,29,33,37,39,46,7
2015-04-18,3,5,14,17,39,44,7
2015-04-22,4,11,21,22,34,35,7
2015-04-25,1,3,7,11,23,36,6
2015-04-29,7,9,20,38,41,43,6
2015-05-02,3,6,7,9,18,45,9
2015-05-06,2,6,26,38,40,43,7
2015-05-09,7,13,14,29,35,41,3
2015-05-13,3,7,20,27,39,49,1
2015-05-16,14,15,16,34,40,47,5
2015-05-20,2,11,26,30,33,38,7
2015-05-23,4,6,14,27,28,46,0
2015-05-27,4,8,11,12,14,29,2
2015-05-30,2,3,11,24,31,44,0
2015-06-03,8,20,23,24,37,48,6
2015-06-06,15,16,22,29,41,48,0
2015-06-10,2,12,22,34,40,45,0
2015-06-13,1,4,5,18,26,43,0
2015-06-17,8,12,15,37,41,48,2
2015-06-20,6,16,21,32,35,38,4
2015-06-24,16,20,31,33,42,45,3
2015-06-27,3,19,28,29,33,41,7
2015-07-01,10,11,35,37,41,42,2
2015-07-04,14,17,18,32,42,47,1
2015-07-08,5,12,13,33,38,39,4
2015-07-11,11,19,20,30,35,42,9
2015-07-15,9,18,34,43,45,48,2
2015-07-18,5,17,18,30,31,42,6
2015-07-22,18,19,20,22,33,43,7
2015-07-25,4,17,30,41,46,47,6
2015-07-29,18,25,30,37,39,44,5
2015-08-01,4,7,16,20,31,36,4
2015-08-05,7,10,15,35,38,39,1
2015-08-08,7,13,29,36,42,48,0
2015-08-12,6,10,15,24,28,45,9
2015-08-15,3,9,14,26,30,42,3
2015-08-19,16,22,24,28,38,48,2
2015-08-22,2,3,26,44,45,46,7
2015-08-26,3,16,26,30,36,42,2
2015-08-29,8,12,16,23,28,44,8
2015-09-02,2,3,16,18,20,35,1
2015-09-05,1,12,13,22,43,47,1
2015-09-09,2,19,26,28,44,46,2
2015-09-12,2,6,15,22,26,28,5
2015-09-16,1,4,5,24,30,42,2
2015-09-19,8,12,17,29,37,44,3
2015-09-23,10,14,18,24,33,44,9
2015-09-26,6,15,16,31,33,34,7
2015-09-30,1,2,16,22,39,49,8
2015-10-03,18,31,32,33,40,41,8
2015-10-07,7,11,12,25,28,33,4
2015-10-10,5,26,37,38,40,49,1
2015-10-14,15,17,22,28,29,41,5
2015-10-17,9,10,19,23,28,41,0
2015-10-21,4,17,18,24,39,49,2
2015-10-24,4,6,18,22,29,36,2
2015-10-28,1,18,29,33,47,49,0
2015-10-31,7,9,17,26,29,40,9
2015-11-04,5,12,24,33,40,45,6
2015-11-07,4,11,17,25,39,48,4
2015-11-11,14,15,20,25,28,41,3
2015-11-14,1,8,24,29,31,48,3
2015-11-18,9,19,21,33,48,49,9
2015-11-21,12,17,23,29,42,46,8
2015-11-25,14,19,36,41,43,46,9
2015-11-28,3,6,10,24,37,47,1
2015-12-02,3,10,12,26,31,44,8
2015-12-05,6,12,29,35,42,47,7
2015-12-09,3,30,32,37,44,48,4
2015-12-12,1,3,6,24,31,43,6
2015-12-16,9,13,21,24,27,36,3
2015-12-19,1,7,10,22,33,46,1
2015-12-23,13,18,21,32,34,47,8
2015-12-26,9,15,19,22,40,41,5
2015-12-30,8,14,17,26,27,45,4
2016-01-02,1,23,30,35,43,47,8
2016-01-06,3,12,27,36,42,45,0
2016-01-09,10,13,31,34,46,48,6
2016-01-13,14,18,19,25,35,46,0
2016-01-16,9,21,23,31,34,39,8
2016-01-20,7,12,14,15,19,46,3
2016-01-23,2,16,25,26,27,40,0
2016-01-27,12,14,16,19,29,47,3
2016-01-30,18,23,33,34,40,48,9
2016-02-03,10,18,19,31,33,47,8
2016-02-06,10,16,25,28,34,49,5
2016-02-10,2,17,19,32,34,38,4
2016-02-13,18,20,30,32,43,45,8
2016-02-17,24,26,32,35,38,39,3
2016-02-20,1,13,16,29,30,31,6
2016-02-24,5,13,23,31,47,48,5
2016-02-27,7,10,15,25,37,49,7
2016-03-02,1,8,10,16,17,40,9
2016-03-05,7,10,33,37,43,46,3
2016-03-09,10,13,32,37,46,48,7
2016-03-12,20,26,30,39,47,49,4
2016-03-16,9,11,26,29,35,46,6
2016-03-19,4,10,15,37,44,49,5
2016-03-23,9,10,16,22,31,44,0
2016-03-26,1,3,31,33,40,41,5
2016-03-30,1,5,9,13,26,41,1
2016-04-02,1,10,17,23,28,38,6
2016-04-06,6,19,25,30,33,42,4
2016-04-09,1,4,38,39,46,47,2
2016-04-13,2,13,17,35,36,49,7
2016-04-16,5,14,15,20,22,38,9
2016-04-20,1,5,11,13,20,49,8
2016-04-23,8,15,16,17,27,35,4
2016-04-27,1,6,9,21,26,37,6
2016-04-30,14,26,28,30,36,43,6
2016-05-04,2,11,14,35,39,49,5
2016-05-07,16,32,34,37,42,44,9
2016-05-11,10,19,20,31,39,41,5
2016-05-14,5,13,15,26,30,44,9
2016-05-18,10,13,19,26,31,41,4
2016-05-21,2,5,29,46,47,48,4
2016-05-25,6,9,10,21,30,36,6
2016-05-28,5,9,17,24,39,45,3
2016-06-01,19,25,30,35,40,46,2
2016-06-04,5,6,22,31,35,42,3
2016-06-08,2,5,30,33,44,48,6
2016-06-11,6,13,21,27,38,45,5
2016-06-15,7,12,13,33,48,49,7
2016-06-18,2,8,12,17,19,27,1
2016-06-22,8,19,35,40,41,43,8
2016-06-25,2,6,10,11,34,44,3
2016-06-29,4,5,28,32,44,49,4
2016-07-02,4,6,8,15,26,30,9
2016-07-06,4,16,18,37,38,42,0
2016-07-09,1,34,37,40,44,49,7
2016-07-13,10,14,20,27,33,41,7
2016-07-16,1,18,22,30,34,44,5
2016-07-20,1,18,20,28,40,49,5
2016-07-23,5,25,29,43,47,48,5
2016-07-27,5,6,7,17,18,39,1
2016-07-30,6,13,23,26,30,33,2
2016-08-03,15,21,26,34,42,43,6
2016-08-06,6,25,26,33,45,47,0
2016-08-10,11,12,17,23,43,49,9
2016-08-13,6,14,28,30,37,39,2
2016-08-17,2,10,30,34,41,49,1
2016-08-20,23,28,30,31,37,45,5
2016-08-24,6,14,16,35,42,48,2
2016-08-27,1,8,22,32,33,43,9
2016-08-31,3,7,31,37,40,41,3
2016-09-03,8,14,18,25,30,36,1
2016-09-07,7,11,18,19,21,27,0
2016-09-10,1,3,6,11,24,43,0
2016-09-14,2,3,15,20,31,35,8
2016-09-17,3,34,35,37,46,47,2
2016-09-21,1,8,11,18,24,29,5
2016-09-24,4,15,18,21,32,45,4
2016-09-28,11,15,38,41,44,46,2
2016-10-01,7,20,25,26,34,37,1
2016-10-05,1,5,6,17,28,41,1
2016-10-08,14,21,32,33,35,48,5
2016-10-12,22,29,35,37,39,47,2
2016-10-15,7,13,19,29,38,41,9
2016-10-19,16,32,33,40,42,43,5
2016-10-22,2,21,26,32,36,48,7
2016-10-26,11,15,18,43,44,45,6
2016-10-29,5,7,8,26,28,36,8
2016-11-02,1,12,19,26,30,48,6
2016-11-05,9,32,35,38,42,43,8
2016-11-09,6,13,20,33,39,41,5
2016-11-12,2,6,9,19,20,47,1
2016-11-16,13,19,20,38,39,44,8
2016-11-19,1,2,6,15,38,39,3
2016-11-23,4,27,28,31,38,44,7
2016-11-26,26,32,41,42,45,47,9
2016-11-30,1,10,12,19,21,47,6
2016-12-03,5,16,39,43,47,48,9
2016-12-07,13,18,36,40,42,48,8
2016-12-10,11,17,32,34,37,49,3
2016-12-14,33,34,38,42,43,44,4
2016-12-17,6,24,28,29,34,35,2
2016-12-21,3,21,23,38,39,42,7
2016-12-24,4,11,18,22,30,45,1
2016-12-28,1,3,4,22,29,30,3
2016-12-31,27,29,37,42,45,47,3
2017-01-04,5,13,21,37,39,48,2
2017-01-07,12,14,17,22,45,46,7
2017-01-11,20,27,29,32,34,38,1
2017-01-14,3,4,23,27,28,37,3
2017-01-18,10,11,13,28,39,40,1
2017-01-21,5,9,11,14,26,39,9
2017-01-25,1,2,14,17,25,49,5
2017-01-28,6,9,15,38,41,42,7
2017-02-01,3,13,19,21,25,42,9
2017-02-04,2,16,28,37,39,49,8
2017-02-08,14,22,28,30,41,46,6
2017-02-11,3,12,22,32,45,46,6
2017-02-15,7,13,18,33,36,39,4
2017-02-18,17,20,24,25,27,41,9
2017-02-22,1,5,7,25,42,46,3
2017-02-25,1,3,4,9,28,32,4
2017-03-01,12,22,29,30,31,38,4
2017-03-04,1,19,22,23,41,45,2
2017-03-08,3,7,16,26,28,35,6
2017-03-11,4,12,17,26,46,49,8
2017-03-15,7,15,16,25,26,40,1
2017-03-18,4,12,23,27,31,40,0
2017-03-22,4,15,18,21,22,38,6
2017-03-25,1,9,11,25,26,49,6
2017-03-29,9,21,24,25,28,47,2
2017-04-01,5,8,9,18,22,36,8
2017-04-05,1,6,7,22,41,49,2
2017-04-08,2,7,28,39,40,47,1
2017-04-12,10,11,14,24,26,48,5
2017-04-15,12,18,21,27,30,36,7
2017-04-19,19,23,27,30,41,48,0
2017-04-22,1,11,12,19,25,32,7
2017-04-26,25,31,34,37,39,42,3
2017-04-29,3,4,18,36,37,49,5
2017-05-03,4,5,12,18,20,33,8
2017-05-06,16,26,30,31,32,47,4
2017-05-10,9,18,26,38,39,42,8
2017-05-13,7,19,32,45,47,48,1
2017-05-17,1,2,23,26,36,43,3
2017-05-20,1,15,29,34,37,44,7
2017-05-24,6,13,19,25,26,44,3
2017-05-27,23,24,25,27,29,49,1
2017-05-31,9,17,24,27,36,48,7
2017-06-03,24,31,32,35,37,46,3
2017-06-07,6,17,18,28,33,37,4
2017-06-10,4,6,16,26,29,42,7
2017-06-14,29,30,32,33,36,44,1
2017-06-17,2,6,16,22,44,49,1
2017-06-21,4,6,7,39,41,44,4
2017-06-24,13,23,27,38,43,46,6
2017-06-28,13,17,29,38,41,42,4
2017-07-01,2,3,15,22,35,47,8
2017-07-05,7,33,34,39,40,47,0
2017-07-08,2,3,17,23,27,40,2
2017-07-12,18,22,30,36,44,49,7
2017-07-15,8,25,31,32,33,38,1
2017-07-19,17,19,21,27,36,41,1
2017-07-22,5,27,37,41,45,47,7
2017-07-26,12,15,18,26,27,33,0
2017-07-29,14,20,29,30,35,37,3
2017-08-02,21,22,23,34,36,49,5
2017-08-05,14,18,19,23,37,49,5
2017-08-09,1,10,18,39,41,49,7
2017-08-12,5,15,25,27,47,49,6
2017-08-16,6,9,29,36,38,49,3
2017-08-19,2,10,29,35,45,48,2
2017-08-23,16,23,25,28,32,49,6
2017-08-26,2,11,19,24,28,49,9
2017-08-30,5,7,9,21,29,34,3
2017-09-02,3,5,8,14,33,34,6
2017-09-06,12,16,19,28,33,48,3
2017-09-09,8,14,18,27,40,49,3
2017-09-13,11,16,17,18,30,40,6
2017-09-16,21,26,27,31,35,47,9
2017-09-20,3,9,28,30,36,46,3
2017-09-23,10,15,19,23,38,44,6
2017-09-27,17,20,25,31,33,37,6
2017-09-30,4,18,19,23,33,46,1
2017-10-04,11,15,16,17,19,45,4
2017-10-07,11,20,21,24,30,49,6
2017-10-11,3,6,17,20,21,42,7
2017-10-14,7,9,10,13,35,40,7
2017-10-18,4,7,10,11,13,38,4
2017-10-21,4,10,15,25,34,46,1
2017-10-25,1,18,29,32,36,42,8
2017-10-28,1,20,22,24,33,36,1
2017-11-01,3,8,15,18,21,31,9
2017-11-04,3,7,14,21,46,47,6
2017-11-08,7,14,24,37,38,43,7
2017-11-11,1,7,11,16,19,37,7
2017-11-15,6,23,35,40,45,46,5
2017-11-18,2,5,9,12,20,35,7
2017-11-22,24,28,29,32,34,48,9
2017-11-25,11,17,20,26,37,43,9
2017-11-29,9,16,25,28,30,32,8
2017-12-02,3,12,13,17,18,33,2
2017-12-06,11,18,19,29,35,43,9
2017-12-09,7,12,16,20,25,46,7
2017-12-13,2,3,9,14,17,27,0
2017-12-16,5,6,18,23,30,40,9
2017-12-20,8,13,35,38,39,44,4
2017-12-23,4,11,31,32,38,39,6
2017-12-27,17,19,31,37,45,46,0
2017-12-30,11,12,14,27,37,48,0
2018-01-03,10,15,31,34,35,45,8
2018-01-06,5,14,32,37,46,47,0
2018-01-10,3,22,24,25,43,45,6
2018-01-13,5,6,14,16,31,48,0
2018-01-17,3,13,25,27,32,48,2
2018-01-20,3,11,15,18,33,45,4
2018-01-24,3,5,18,31,37,45,7
2018-01-27,4,22,24,34,36,43,6
2018-01-31,3,6,8,26,29,38,8
2018-02-03,5,9,13,20,39,48,5
2018-02-07,15,20,25,28,33,41,5
2018-02-10,17,20,27,35,41,45,8
2018-02-14,6,16,20,22,23,24,6
2018-02-17,15,18,26,27,37,42,2
2018-02-21,3,6,8,29,40,47,7
2018-02-24,18,27,33,41,44,47,6
2018-02-28,6,15,32,36,43,47,6
2018-03-03,5,24,28,37,40,44,8
2018-03-07,5,24,28,30,35,42,1
2018-03-10,8,19,34,35,40,49,8
2018-03-14,13,18,30,38,45,48,7
2018-03-17,1,7,17,22,29,46,7
2018-03-21,20,26,29,38,43,48,0
2018-03-24,3,16,27,34,42,45,1
2018-03-28,1,23,25,31,38,47,7
2018-03-31,1,8,12,15,46,48,5
2018-04-04,13,23,28,30,33,46,7
2018-04-07,12,15,19,27,34,47,8
2018-04-11,9,20,25,27,44,48,5
2018-04-14,4,9,33,34,42,47,6
2018-04-18,2,4,7,10,35,37,8
2018-04-21,12,15,19,23,29,38,5
2018-04-25,4,6,10,11,17,25,6
2018-04-28,2,9,11,33,47,48,4
2018-05-02,3,5,12,19,42,44,7
2018-05-05,1,5,17,31,34,49,7
2018-05-09,3,9,25,31,37,43,5
2018-05-12,23,27,29,36,38,42,0
2018-05-16,2,12,13,19,34,46,9
2018-05-19,3,4,27,41,44,49,2
2018-05-23,7,16,29,36,45,47,6
2018-05-26,10,16,24,27,47,48,6
2018-05-30,15,23,29,35,38,48,2
2018-06-02,1,10,19,24,30,31,7
2018-06-06,3,8,13,15,18,42,6
2018-06-09,13,16,34,35,39,42,9
2018-06-13,3,4,6,10,46,48,3
2018-06-16,4,19,31,33,40,46,2
2018-06-20,6,22,31,33,36,43,5
2018-06-23,6,17,25,29,48,49,1
2018-06-27,13,17,35,37,45,46,3
2018-06-30,16,24,37,38,40,42,9
2018-07-04,1,5,10,25,32,37,8
2018-07-07,2,5,13,18,25,36,2
2018-07-11,1,3,18,28,42,44,5
2018-07-14,30,40,41,47,48,49,0
2018-07-18,5,14,19,22,33,41,1
2018-07-21,1,6,7,20,29,49,5
2018-07-25,8,9,39,40,41,43,9
2018-07-28,7,11,31,34,35,36,1
2018-08-01,2,22,25,32,45,46,2
2018-08-04,6,25,29,30,31,36,3
2018-08-08,8,11,18,26,40,49,0
2018-08-11,5,8,10,36,46,47,8
2018-08-15,6,13,18,24,29,31,9
2018-08-18,1,3,14,34,42,46,3
2018-08-22,6,7,15,16,26,32,0
2018-08-25,8,15,16,20,31,37,2
2018-08-29,3,17,21,22,24,39,9
2018-09-01,4,12,21,38,39,46,1
2018-09-05,3,9,13,15,37,46,4
2018-09-08,6,23,27,29,30,44,2
2018-09-12,7,13,24,28,31,32,6
2018-09-15,1,12,14,26,27,39,1
2018-09-19,3,5,8,19,30,47,0
2018-09-22,17,33,37,41,42,47,0
2018-09-26,10,18,25,36,38,44,3
2018-09-29,4,5,9,16,19,45,7
2018-10-03,3,9,29,30,33,39,9
2018-10-06,2,21,26,27,33,45,3
2018-10-10,1,14,18,32,37,45,0
2018-10-13,3,7,9,11,27,36,7
2018-10-17,7,9,20,24,35,36,2
2018-10-20,2,13,16,32,45,47,7
2018-10-24,5,13,24,32,37,41,7
2018-10-27,8,30,35,38,40,47,2
2018-10-31,4,6,13,16,22,40,5
2018-11-03,6,18,20,28,42,49,1
2018-11-07,4,15,31,37,41,42,4
2018-11-10,3,13,14,29,40,41,7
2018-11-14,4,9,22,27,31,41,9
2018-11-17,3,6,18,31,39,40,5
2018-11-21,18,24,29,30,42,47,7
2018-11-24,14,15,20,37,40,45,1
2018-11-28,23,26,28,31,48,49,0
2018-12-01,6,8,23,27,31,46,2
2018-12-05,13,29,36,47,48,49,5
2018-12-08,6,12,25,26,44,46,3
2018-12-12,3,7,20,33,34,48,6
2018-12-15,1,23,30,31,37,45,9
2018-12-19,4,12,19,32,34,41,4
2018-12-22,8,20,21,25,43,44,5
2018-12-26,2,16,22,30,36,43,4
2018-12-29,4,14,25,38,44,47,4
2019-01-02,5,13,15,17,19,36,4
2019-01-05,4,16,22,31,40,45,8
2019-01-09,7,8,14,22,29,44,7
2019-01-12,4,9,25,31,38,40,6
2019-01-16,5,6,12,13,31,35,4
2019-01-19,6,12,24,29,36,47,9
2019-01-23,6,7,33,35,37,42,3
2019-01-26,16,18,29,31,35,47,6
2019-01-30,7,13,19,22,23,36,6
2019-02-02,3,21,29,30,34,37,3
2019-02-06,5,10,21,22,33,36,5
2019-02-09,2,32,34,39,42,49,2
2019-02-13,5,11,23,31,42,43,9
2019-02-16,6,9,10,11,18,22,7
2019-02-20,5,11,12,19,21,48,2
2019-02-23,8,15,21,27,29,47,1
2019-02-27,11,13,19,20,24,49,2
2019-03-02,38,41,42,46,48,49,6
2019-03-06,1,9,35,37,43,46,5
2019-03-09,8,12,20,22,32,38,6
2019-03-13,15,19,20,33,34,36,5
2019-03-16,10,14,20,22,39,46,1
2019-03-20,4,9,19,40,44,47,3
2019-03-23,3,23,26,29,42,44,8
2019-03-27,10,15,31,36,40,48,1
2019-03-30,3,26,28,29,46,49,4
2019-04-03,2,5,7,9,13,22,6
2019-04-06,12,21,23,32,41,42,3
2019-04-10,1,4,21,22,37,39,4
2019-04-13,4,19,27,29,36,41,1
2019-04-17,11,18,27,38,42,45,6
2019-04-20,6,8,19,25,29,41,8
2019-04-24,1,9,11,44,47,49,1
2019-04-27,2,13,14,19,47,48,5
2019-05-01,4,16,27,31,38,47,6
2019-05-04,1,19,24,29,35,42,8
2019-05-08,5,10,15,16,38,41,7
2019-05-11,10,15,25,31,42,47,0
2019-05-15,13,18,21,35,36,45,9
2019-05-18,11,26,32,39,43,47,4
2019-05-22,6,16,40,41,46,49,6
2019-05-25,1,6,12,15,21,36,9
2019-05-29,2,8,29,32,40,44,2
2019-06-01,3,15,22,25,29,30,7
2019-06-05,2,3,6,11,42,49,7
2019-06-08,1,13,17,21,44,45,4
2019-06-12,2,21,24,41,42,47,1
2019-06-15,4,6,27,33,40,43,3
2019-06-19,4,11,20,23,38,41,3
2019-06-22,10,11,12,21,30,49,3
2019-06-26,13,19,21,34,42,48,8
2019-06-29,1,8,31,34,43,45,1
2019-07-03,2,37,39,42,45,48,7
2019-07-06,19,22,27,40,45,46,9
2019-07-10,3,14,25,30,37,39,9
2019-07-13,3,10,26,29,30,42,3
2019-07-17,8,19,29,40,47,48,5
2019-07-20,5,9,24,29,35,36,2
2019-07-24,1,23,27,39,40,45,9
